<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.04.15	16:40:00	93741	93751	93585	93671	21157	84396	1
2019.04.15	16:45:00	93671	93948	93660	93892	19913	76720	1
2019.04.15	16:50:00	93898	94104	93842	94029	21177	82778	1
2019.04.15	16:55:00	94029	94150	93898	93953	22507	86743	1
2019.04.15	17:00:00	93948	93983	93857	93958	12854	52789	1
2019.04.15	17:05:00	93963	94074	93923	94008	8805	34857	1
2019.04.15	17:10:00	94014	94074	93963	94054	5786	22278	1
2019.04.15	17:15:00	94054	94054	93903	93963	6805	29824	1
2019.04.15	17:20:00	93963	94039	93953	93968	3983	15060	1
2019.04.15	17:25:00	93973	94003	93918	93988	3559	13580	1
2019.04.15	17:30:00	93988	94029	93983	93993	2712	10434	1
2019.04.15	17:35:00	93993	94003	93968	93973	1798	7662	1
2019.04.15	17:40:00	93973	94069	93958	94049	4645	12067	1
2019.04.15	17:45:00	94049	94064	93852	93958	5517	17676	1
2019.04.15	17:50:00	93968	94008	93837	93837	4356	14435	1
2019.04.16	09:00:00	94180	94180	93832	93867	20404	67589	1
2019.04.16	09:05:00	93862	93953	93787	93933	19605	63116	1
2019.04.16	09:10:00	93928	94019	93802	93832	21161	64414	1
2019.04.16	09:15:00	93837	93882	93731	93781	22222	71818	1
2019.04.16	09:20:00	93781	93802	93686	93701	17013	61537	1
2019.04.16	09:25:00	93706	93787	93665	93731	16789	57253	1
2019.04.16	09:30:00	93726	93822	93696	93781	15015	46023	1
2019.04.16	09:35:00	93781	93822	93751	93802	7696	24759	1
2019.04.16	09:40:00	93802	93812	93676	93701	17136	55845	1
2019.04.16	09:45:00	93706	93761	93630	93706	22080	70378	1
2019.04.16	09:50:00	93711	93781	93691	93756	10326	31345	1
2019.04.16	09:55:00	93756	93812	93716	93802	10814	33274	1
2019.04.16	10:00:00	93807	93963	93797	93913	32259	102697	1
2019.04.16	10:05:00	93913	93998	93842	93948	29254	91927	1
2019.04.16	10:10:00	93948	94014	93751	93872	41806	131373	1
2019.04.16	10:15:00	93877	93993	93696	93958	33334	109218	1
2019.04.16	10:20:00	93958	93993	93862	93877	21402	74881	1
2019.04.16	10:25:00	93872	93948	93787	93867	19437	68983	1
2019.04.16	10:30:00	93867	94084	93817	93958	42110	147036	1
2019.04.16	10:35:00	93958	94064	93898	94019	21144	73456	1
2019.04.16	10:40:00	94019	94180	93993	94170	27694	99298	1
2019.04.16	10:45:00	94175	94276	94104	94220	36682	131452	1
2019.04.16	10:50:00	94225	94321	94140	94235	30032	107761	1
2019.04.16	10:55:00	94241	94256	94074	94130	23521	82964	1
2019.04.16	11:00:00	94125	94215	94074	94140	23850	87469	1
2019.04.16	11:05:00	94140	94251	94094	94175	21052	74530	1
2019.04.16	11:10:00	94170	94291	94160	94246	20687	73314	1
2019.04.16	11:15:00	94241	94553	94175	94483	45727	166368	1
2019.04.16	11:20:00	94483	94836	94462	94770	41925	164058	1
2019.04.16	11:25:00	94770	95209	94765	95118	48921	201369	1
2019.04.16	11:30:00	95123	95638	95017	95471	56941	229196	1
2019.04.16	11:35:00	95471	95587	95396	95441	29052	119859	1
2019.04.16	11:40:00	95446	95502	95285	95305	27326	102785	1
2019.04.16	11:45:00	95310	95431	95254	95391	23343	94328	1
2019.04.16	11:50:00	95386	95471	95330	95421	19426	74277	1
2019.04.16	11:55:00	95416	95451	95244	95305	18619	68749	1
2019.04.16	12:00:00	95305	95345	95270	95290	10026	40558	1
2019.04.16	12:05:00	95290	95446	95260	95426	16073	61653	1
2019.04.16	12:10:00	95426	95754	95386	95729	35737	146952	1
2019.04.16	12:15:00	95724	95890	95688	95870	25278	103001	1
2019.04.16	12:20:00	95865	95946	95734	95749	22491	92995	1
2019.04.16	12:25:00	95744	95784	95623	95638	16000	63386	1
2019.04.16	12:30:00	95643	95643	95401	95567	30088	116373	1
2019.04.16	12:35:00	95567	95572	95199	95219	26751	102835	1
2019.04.16	12:40:00	95219	95290	95093	95229	24464	101967	1
2019.04.16	12:45:00	95234	95381	95189	95260	22524	82786	1
2019.04.16	12:50:00	95265	95512	95265	95421	19092	73911	1
2019.04.16	12:55:00	95426	95436	95300	95310	13308	47992	1
2019.04.16	13:00:00	95310	95456	95265	95310	15494	58999	1
2019.04.16	13:05:00	95310	95436	95305	95386	10923	42055	1
2019.04.16	13:10:00	95386	95487	95325	95365	13802	54441	1
2019.04.16	13:15:00	95365	95431	95305	95406	9211	33055	1
2019.04.16	13:20:00	95411	95421	95290	95360	10271	38868	1
2019.04.16	13:25:00	95355	95360	95300	95320	6244	19509	1
2019.04.16	13:30:00	95320	95376	95194	95330	20671	61514	1
2019.04.16	13:35:00	95330	95360	95123	95154	15931	50156	1
2019.04.16	13:40:00	95159	95275	95058	95229	22491	65891	1
2019.04.16	13:45:00	95229	95234	95063	95138	17056	52053	1
2019.04.16	13:50:00	95138	95386	95103	95300	23251	70915	1
2019.04.16	13:55:00	95305	95386	95199	95244	19251	60351	1
2019.04.16	14:00:00	95239	95290	95143	95179	14522	45959	1
2019.04.16	14:05:00	95179	95360	95154	95234	18564	56272	1
2019.04.16	14:10:00	95234	95290	95154	95219	12142	38197	1
2019.04.16	14:15:00	95219	95265	95174	95179	5188	19484	1
2019.04.16	14:20:00	95174	95229	95098	95224	13516	54452	1
2019.04.16	14:25:00	95224	95305	95189	95285	14913	60125	1
2019.04.16	14:30:00	95285	95330	95219	95295	11415	44891	1
2019.04.16	14:35:00	95290	95320	95194	95239	9111	37439	1
2019.04.16	14:40:00	95239	95310	95209	95310	8068	33495	1
2019.04.16	14:45:00	95305	95401	95290	95295	15358	59224	1
2019.04.16	14:50:00	95295	95370	95219	95360	12196	53182	1
2019.04.16	14:55:00	95360	95471	95350	95441	16405	65827	1
2019.04.16	15:00:00	95441	95451	95355	95406	10184	39063	1
2019.04.16	15:05:00	95406	95421	95295	95340	11673	41818	1
2019.04.16	15:10:00	95345	95376	95229	95370	15033	59954	1
2019.04.16	15:15:00	95370	95396	95265	95396	10756	42548	1
2019.04.16	15:20:00	95396	95426	95300	95310	9527	39822	1
2019.04.16	15:25:00	95315	95401	95315	95396	7301	29654	1
2019.04.16	15:30:00	95401	95416	95335	95406	7222	31531	1
2019.04.16	15:35:00	95401	95436	95340	95401	8814	35491	1
2019.04.16	15:40:00	95401	95446	95355	95370	8290	32307	1
2019.04.16	15:45:00	95370	95461	95365	95446	10568	42370	1
2019.04.16	15:50:00	95451	95592	95376	95386	22703	89422	1
2019.04.16	15:55:00	95386	95406	95265	95401	18669	77903	1
2019.04.16	16:00:00	95396	95512	95386	95481	13967	56869	1
2019.04.16	16:05:00	95481	95577	95471	95507	13522	64888	1
2019.04.16	16:10:00	95507	95552	95441	95492	10394	49836	1
2019.04.16	16:15:00	95492	95582	95426	95497	12354	57970	1
2019.04.16	16:20:00	95497	95537	95330	95406	15374	74640	1
2019.04.16	16:25:00	95406	95426	95360	95421	7156	31759	1
2019.04.16	16:30:00	95416	95436	95249	95260	15533	66945	1
2019.04.16	16:35:00	95270	95320	95098	95280	22535	96048	1
2019.04.16	16:40:00	95280	95295	95149	95229	11155	46825	1
2019.04.16	16:45:00	95229	95320	95088	95159	16378	67879	1
2019.04.16	16:50:00	95164	95199	94957	95098	18614	73142	1
2019.04.16	16:55:00	95093	95179	95012	95073	15647	60210	1
2019.04.16	17:00:00	95078	95118	94992	95083	11098	42240	1
2019.04.16	17:05:00	95078	95179	95038	95164	6360	24905	1
2019.04.16	17:10:00	95164	95204	95103	95138	7692	34903	1
2019.04.16	17:15:00	95138	95189	95103	95159	3564	15507	1
2019.04.16	17:20:00	95164	95169	95123	95143	2292	10624	1
2019.04.16	17:25:00	95154	95154	95083	95128	4394	17649	1
2019.04.16	17:30:00	95128	95270	95113	95138	6341	24073	1
2019.04.16	17:35:00	95143	95219	95118	95194	3245	11901	1
2019.04.16	17:40:00	95204	95275	95174	95275	4636	14708	1
2019.04.16	17:45:00	95265	95315	95194	95290	4792	14384	1
2019.04.16	17:50:00	95290	95411	95244	95315	4994	17099	1
2019.04.17	09:00:00	95500	95685	95415	95640	14267	47146	1
2019.04.17	09:05:00	95635	95680	95560	95570	10043	30042	1
2019.04.17	09:10:00	95575	95580	95485	95495	12041	37326	1
2019.04.17	09:15:00	95490	95760	95435	95730	26036	80085	1
2019.04.17	09:20:00	95725	95745	95655	95680	10643	34663	1
2019.04.17	09:25:00	95675	95700	95590	95605	10233	32047	1
2019.04.17	09:30:00	95610	95635	95535	95580	15093	46755	1
2019.04.17	09:35:00	95585	95625	95520	95535	13339	41602	1
2019.04.17	09:40:00	95535	95580	95485	95575	16018	49244	1
2019.04.17	09:45:00	95575	95625	95465	95490	18631	58095	1
2019.04.17	09:50:00	95495	95515	95375	95425	27745	84121	1
2019.04.17	09:55:00	95430	95605	95390	95580	21524	71709	1
2019.04.17	10:00:00	95580	95650	95440	95555	27431	92286	1
2019.04.17	10:05:00	95555	95590	95425	95490	24841	76582	1
2019.04.17	10:10:00	95490	95665	95435	95640	27279	88508	1
2019.04.17	10:15:00	95640	95745	95520	95560	27378	93675	1
2019.04.17	10:20:00	95565	95820	95555	95810	26496	95097	1
2019.04.17	10:25:00	95810	95815	95635	95650	21299	74832	1
2019.04.17	10:30:00	95650	95715	95525	95615	32498	109455	1
2019.04.17	10:35:00	95615	95615	95135	95305	55355	188210	1
2019.04.17	10:40:00	95300	95380	95215	95355	24956	92517	1
2019.04.17	10:45:00	95355	95370	95045	95135	37009	129415	1
2019.04.17	10:50:00	95130	95140	94715	94850	40537	160178	1
2019.04.17	10:55:00	94850	95000	94730	94805	32365	122654	1
2019.04.17	11:00:00	94800	94895	94600	94690	35794	134936	1
2019.04.17	11:05:00	94695	94810	94500	94515	31988	117238	1
2019.04.17	11:10:00	94515	94610	94400	94485	32869	121563	1
2019.04.17	11:15:00	94480	94485	94185	94260	33232	124387	1
2019.04.17	11:20:00	94255	94625	94245	94600	33501	118870	1
2019.04.17	11:25:00	94600	94635	94365	94565	27696	98010	1
2019.04.17	11:30:00	94565	94715	94470	94685	25559	86176	1
2019.04.17	11:35:00	94690	94790	94525	94555	22612	78936	1
2019.04.17	11:40:00	94555	94575	94310	94355	26955	91552	1
2019.04.17	11:45:00	94350	94425	94205	94420	25882	90722	1
2019.04.17	11:50:00	94425	94570	94350	94505	25009	89015	1
2019.04.17	11:55:00	94510	94695	94425	94445	24445	90125	1
2019.04.17	12:00:00	94440	94510	94240	94315	24470	90329	1
2019.04.17	12:05:00	94320	94435	94250	94365	16077	58002	1
2019.04.17	12:10:00	94365	94390	93830	93910	42521	158395	1
2019.04.17	12:15:00	93915	93950	93710	93790	30630	107575	1
2019.04.17	12:20:00	93785	93915	93730	93840	19482	65880	1
2019.04.17	12:25:00	93845	93890	93665	93725	19966	75195	1
2019.04.17	12:30:00	93725	93760	93610	93680	19663	72888	1
2019.04.17	12:35:00	93680	93795	93535	93680	26951	99835	1
2019.04.17	12:40:00	93685	93850	93575	93805	20004	70196	1
2019.04.17	12:45:00	93810	93885	93620	93685	21800	75660	1
2019.04.17	12:50:00	93685	93725	93160	93400	38267	144058	1
2019.04.17	12:55:00	93405	93425	93000	93150	28531	107621	1
2019.04.17	13:00:00	93150	93425	93060	93390	25365	84461	1
2019.04.17	13:05:00	93390	93485	93325	93445	15837	54054	1
2019.04.17	13:10:00	93445	93490	93220	93225	18075	62152	1
2019.04.17	13:15:00	93225	93415	93215	93360	11883	39782	1
2019.04.17	13:20:00	93360	93550	93345	93375	18728	67864	1
2019.04.17	13:25:00	93375	93500	93355	93490	10128	35486	1
2019.04.17	13:30:00	93495	93575	93390	93390	15052	51820	1
2019.04.17	13:35:00	93390	93460	93335	93380	11141	40323	1
2019.04.17	13:40:00	93375	93390	93275	93300	9633	36764	1
2019.04.17	13:45:00	93300	93375	93260	93335	10171	38060	1
2019.04.17	13:50:00	93330	93430	93225	93285	17497	61065	1
2019.04.17	13:55:00	93285	93460	93270	93405	12851	44388	1
2019.04.17	14:00:00	93405	93600	93340	93565	12439	46786	1
2019.04.17	14:05:00	93570	93620	93495	93560	14528	55765	1
2019.04.17	14:10:00	93565	93630	93505	93620	10985	38907	1
2019.04.17	14:15:00	93620	93710	93605	93675	13606	48939	1
2019.04.17	14:20:00	93675	93800	93655	93775	12542	46037	1
2019.04.17	14:25:00	93775	93795	93560	93645	16319	64082	1
2019.04.17	14:30:00	93645	93865	93530	93860	22661	84690	1
2019.04.17	14:35:00	93860	93955	93825	93930	13625	58139	1
2019.04.17	14:40:00	93935	94085	93860	94065	17480	71349	1
2019.04.17	14:45:00	94070	94075	93925	93945	13431	54648	1
2019.04.17	14:50:00	93945	94140	93910	94030	16172	67645	1
2019.04.17	14:55:00	94030	94125	94030	94040	9855	39567	1
2019.04.17	15:00:00	94040	94060	93820	93875	21282	78974	1
2019.04.17	15:05:00	93875	93895	93710	93755	18431	71930	1
2019.04.17	15:10:00	93755	93790	93640	93680	16313	70421	1
2019.04.17	15:15:00	93685	93765	93610	93680	15169	62897	1
2019.04.17	15:20:00	93680	93750	93570	93600	12668	51317	1
2019.04.17	15:25:00	93605	93630	93430	93535	20547	86478	1
2019.04.17	15:30:00	93535	93585	93440	93460	11652	47748	1
2019.04.17	15:35:00	93465	93795	93450	93750	17916	73585	1
2019.04.17	15:40:00	93755	93890	93595	93675	22635	92588	1
2019.04.17	15:45:00	93675	93715	93625	93685	7626	31886	1
2019.04.17	15:50:00	93685	93825	93555	93660	19052	75847	1
2019.04.17	15:55:00	93660	93695	93515	93690	12761	51324	1
2019.04.17	16:00:00	93690	93765	93625	93655	12262	48294	1
2019.04.17	16:05:00	93655	93690	93515	93575	14103	51480	1
2019.04.17	16:10:00	93575	93785	93565	93760	13622	56336	1
2019.04.17	16:15:00	93755	93900	93715	93725	20928	84365	1
2019.04.17	16:20:00	93730	93820	93695	93745	9429	40700	1
2019.04.17	16:25:00	93740	93900	93740	93835	10702	43470	1
2019.04.17	16:30:00	93830	93890	93730	93815	11369	44356	1
2019.04.17	16:35:00	93810	93945	93795	93845	12236	49126	1
2019.04.17	16:40:00	93845	93890	93810	93835	5348	24066	1
2019.04.17	16:45:00	93835	93925	93770	93920	11648	45937	1
2019.04.17	16:50:00	93915	94100	93905	94085	17355	68902	1
2019.04.17	16:55:00	94090	94175	94015	94050	15897	66138	1
2019.04.17	17:00:00	94045	94055	93955	94030	9856	40260	1
2019.04.17	17:05:00	94030	94155	94000	94140	8298	32166	1
2019.04.17	17:10:00	94145	94150	94010	94030	7390	27355	1
2019.04.17	17:15:00	94025	94140	94025	94105	6216	23327	1
2019.04.17	17:20:00	94100	94130	94040	94100	4987	19020	1
2019.04.17	17:25:00	94100	94230	94070	94220	6334	25202	1
2019.04.17	17:30:00	94225	94265	94120	94185	6909	27617	1
2019.04.17	17:35:00	94180	94210	94125	94180	4479	17115	1
2019.04.17	17:40:00	94180	94200	94100	94180	6579	19753	1
2019.04.17	17:45:00	94185	94255	94140	94245	5576	17850	1
2019.04.17	17:50:00	94245	94405	94200	94345	7016	27295	1
2019.04.18	09:00:00	94900	94940	94655	94740	15593	48849	1
2019.04.18	09:05:00	94740	94845	94710	94805	11026	35454	1
2019.04.18	09:10:00	94805	94875	94765	94825	12483	41723	1
2019.04.18	09:15:00	94825	94890	94795	94875	10565	35062	1
2019.04.18	09:20:00	94875	94930	94800	94830	12854	41237	1
2019.04.18	09:25:00	94830	94850	94770	94795	7986	26474	1
2019.04.18	09:30:00	94790	94820	94700	94760	18546	57885	1
2019.04.18	09:35:00	94760	94825	94725	94815	12910	40240	1
2019.04.18	09:40:00	94815	94875	94800	94855	12707	41448	1
2019.04.18	09:45:00	94850	94880	94785	94850	8664	28447	1
2019.04.18	09:50:00	94850	94870	94775	94840	8019	23722	1
2019.04.18	09:55:00	94840	94865	94750	94765	8938	28049	1
2019.04.18	10:00:00	94765	94825	94610	94705	33261	107029	1
2019.04.18	10:05:00	94705	94795	94630	94700	22017	73244	1
2019.04.18	10:10:00	94700	94765	94535	94625	30873	102760	1
2019.04.18	10:15:00	94625	94665	94435	94495	28066	97292	1
2019.04.18	10:20:00	94495	94510	94395	94455	19914	74256	1
2019.04.18	10:25:00	94450	94590	94420	94520	28225	98301	1
2019.04.18	10:30:00	94520	94620	94365	94605	31662	114726	1
2019.04.18	10:35:00	94600	94895	94600	94890	39391	139667	1
2019.04.18	10:40:00	94885	95110	94885	95050	41621	151000	1
2019.04.18	10:45:00	95050	95075	94875	94920	26621	93492	1
2019.04.18	10:50:00	94915	94985	94760	94850	24135	85308	1
2019.04.18	10:55:00	94845	94910	94685	94725	22141	76011	1
2019.04.18	11:00:00	94725	94755	94450	94520	32108	114164	1
2019.04.18	11:05:00	94520	94600	94330	94550	33631	122534	1
2019.04.18	11:10:00	94545	94565	94400	94480	20317	72149	1
2019.04.18	11:15:00	94485	94485	94220	94230	34318	120171	1
2019.04.18	11:20:00	94230	94325	94160	94190	25211	88690	1
2019.04.18	11:25:00	94185	94305	94140	94285	16985	57294	1
2019.04.18	11:30:00	94285	94425	94250	94310	25981	86433	1
2019.04.18	11:35:00	94310	94405	94220	94345	22257	81436	1
2019.04.18	11:40:00	94350	94350	94200	94290	15856	61485	1
2019.04.18	11:45:00	94290	94400	94255	94355	13470	53521	1
2019.04.18	11:50:00	94345	94450	94260	94385	18406	69275	1
2019.04.18	11:55:00	94390	94645	94385	94615	28314	102828	1
2019.04.18	12:00:00	94615	94865	94600	94845	27119	98664	1
2019.04.18	12:05:00	94840	94940	94745	94765	25133	92756	1
2019.04.18	12:10:00	94765	94900	94680	94835	20729	74635	1
2019.04.18	12:15:00	94830	95170	94830	95070	31911	123196	1
2019.04.18	12:20:00	95070	95105	94925	95090	19718	76193	1
2019.04.18	12:25:00	95085	95150	95025	95115	16230	67180	1
2019.04.18	12:30:00	95110	95235	95095	95215	18421	78821	1
2019.04.18	12:35:00	95210	95270	95125	95190	17451	74061	1
2019.04.18	12:40:00	95200	95240	95105	95240	14178	52150	1
2019.04.18	12:45:00	95240	95290	95165	95255	12878	47539	1
2019.04.18	12:50:00	95260	95325	95170	95265	13265	51924	1
2019.04.18	12:55:00	95265	95365	95260	95315	11541	46110	1
2019.04.18	13:00:00	95320	95320	95110	95115	18935	68495	1
2019.04.18	13:05:00	95115	95155	95030	95055	15105	54287	1
2019.04.18	13:10:00	95055	95105	94955	94965	13357	49137	1
2019.04.18	13:15:00	94960	95185	94945	95175	17227	61053	1
2019.04.18	13:20:00	95175	95185	95025	95070	12958	48403	1
2019.04.18	13:25:00	95070	95080	94990	95080	10344	38989	1
2019.04.18	13:30:00	95080	95160	95050	95150	11157	41179	1
2019.04.18	13:35:00	95150	95150	95015	95035	8498	30681	1
2019.04.18	13:40:00	95035	95100	95020	95070	6416	21984	1
2019.04.18	13:45:00	95075	95135	95025	95055	9044	29839	1
2019.04.18	13:50:00	95050	95125	94960	95105	14788	54302	1
2019.04.18	13:55:00	95100	95135	95020	95040	8325	31926	1
2019.04.18	14:00:00	95035	95070	94975	95025	10474	37256	1
2019.04.18	14:05:00	95025	95060	94875	94915	16936	65839	1
2019.04.18	14:10:00	94915	95120	94890	95085	15709	62414	1
2019.04.18	14:15:00	95080	95090	94975	95045	11154	43842	1
2019.04.18	14:20:00	95050	95070	94935	95045	10065	41200	1
2019.04.18	14:25:00	95045	95115	95010	95095	8202	29750	1
2019.04.18	14:30:00	95100	95265	95055	95265	18199	69020	1
2019.04.18	14:35:00	95255	95325	95215	95275	15896	60049	1
2019.04.18	14:40:00	95280	95395	95250	95370	15422	57875	1
2019.04.18	14:45:00	95370	95450	95345	95385	15296	58266	1
2019.04.18	14:50:00	95385	95390	95280	95280	13208	46001	1
2019.04.18	14:55:00	95280	95300	95170	95230	14299	52429	1
2019.04.18	15:00:00	95225	95260	95175	95190	7914	32222	1
2019.04.18	15:05:00	95190	95340	95185	95295	14571	52906	1
2019.04.18	15:10:00	95290	95360	95260	95320	8609	32489	1
2019.04.18	15:15:00	95325	95360	95285	95350	6930	27862	1
2019.04.18	15:20:00	95350	95430	95345	95385	10389	39615	1
2019.04.18	15:25:00	95385	95415	95295	95380	12713	50456	1
2019.04.18	15:30:00	95385	95415	95335	95350	8857	36176	1
2019.04.18	15:35:00	95350	95495	95255	95490	19345	68670	1
2019.04.18	15:40:00	95495	96050	95470	95830	47296	194478	1
2019.04.18	15:45:00	95830	95975	95705	95735	23145	92411	1
2019.04.18	15:50:00	95735	95835	95570	95670	24308	100619	1
2019.04.18	15:55:00	95675	95745	95595	95645	13415	52200	1
2019.04.18	16:00:00	95645	95650	95305	95315	26091	110458	1
2019.04.18	16:05:00	95315	95480	95215	95465	21783	91082	1
2019.04.18	16:10:00	95465	95480	95275	95300	27193	82751	1
2019.04.18	16:15:00	95300	95500	95290	95385	15494	55440	1
2019.04.18	16:20:00	95385	95560	95380	95495	15469	51148	1
2019.04.18	16:25:00	95490	95610	95435	95575	14444	53293	1
2019.04.18	16:30:00	95570	95570	95230	95285	20844	79617	1
2019.04.18	16:35:00	95280	95285	95150	95265	16787	70159	1
2019.04.18	16:40:00	95265	95355	95180	95275	15317	62212	1
2019.04.18	16:45:00	95270	95270	95110	95245	13919	58729	1
2019.04.18	16:50:00	95245	95285	95105	95165	12387	52438	1
2019.04.18	16:55:00	95165	95240	95150	95210	8111	37597	1
2019.04.18	17:00:00	95210	95295	95175	95210	9551	39685	1
2019.04.18	17:05:00	95210	95255	95180	95190	4243	18442	1
2019.04.18	17:10:00	95185	95240	95165	95180	4504	21540	1
2019.04.18	17:15:00	95180	95355	95165	95350	6935	32519	1
2019.04.18	17:20:00	95350	95350	95250	95300	5413	22828	1
2019.04.18	17:25:00	95300	95325	95255	95260	2700	11505	1
2019.04.18	17:30:00	95260	95410	95215	95360	6231	24658	1
2019.04.18	17:35:00	95365	95370	95310	95340	2968	10413	1
2019.04.18	17:40:00	95340	95360	95225	95260	5274	15610	1
2019.04.18	17:45:00	95250	95250	95140	95165	3887	12441	1
2019.04.18	17:50:00	95170	95180	95000	95000	3257	13422	1
2019.04.22	09:00:00	95000	95100	94785	94880	14863	44975	1
2019.04.22	09:05:00	94885	94940	94755	94815	11489	32166	1
2019.04.22	09:10:00	94820	94960	94775	94920	13203	38751	1
2019.04.22	09:15:00	94920	94990	94860	94935	14452	41194	1
2019.04.22	09:20:00	94935	94950	94875	94895	8756	28950	1
2019.04.22	09:25:00	94895	94985	94815	94965	17225	48450	1
2019.04.22	09:30:00	94970	95080	94955	95055	22487	64449	1
2019.04.22	09:35:00	95055	95075	94990	95055	10140	29887	1
2019.04.22	09:40:00	95055	95120	95000	95040	18401	53637	1
2019.04.22	09:45:00	95045	95085	95010	95055	8599	24739	1
2019.04.22	09:50:00	95050	95110	95010	95045	9460	27499	1
2019.04.22	09:55:00	95045	95070	94920	95010	19279	56896	1
2019.04.22	10:00:00	95010	95175	94995	95035	32309	93704	1
2019.04.22	10:05:00	95030	95120	94855	94890	29611	87264	1
2019.04.22	10:10:00	94895	95065	94890	94935	25639	78043	1
2019.04.22	10:15:00	94935	95220	94930	95160	37621	112816	1
2019.04.22	10:20:00	95165	95220	95025	95035	24287	80583	1
2019.04.22	10:25:00	95030	95080	94910	94965	25702	96128	1
2019.04.22	10:30:00	94960	94970	94695	94820	47611	160831	1
2019.04.22	10:35:00	94815	94955	94660	94695	37404	129607	1
2019.04.22	10:40:00	94695	94800	94605	94630	30892	106631	1
2019.04.22	10:45:00	94625	94740	94580	94635	27521	94473	1
2019.04.22	10:50:00	94630	94775	94590	94715	21531	78081	1
2019.04.22	10:55:00	94720	94955	94685	94875	28564	94321	1
2019.04.22	11:00:00	94880	95130	94815	95030	37929	116300	1
2019.04.22	11:05:00	95020	95100	94930	94995	19281	67108	1
2019.04.22	11:10:00	94995	95005	94790	94840	28786	99472	1
2019.04.22	11:15:00	94835	94845	94725	94820	21326	75676	1
2019.04.22	11:20:00	94825	94955	94760	94895	21456	75831	1
2019.04.22	11:25:00	94895	95000	94655	94680	30762	106703	1
2019.04.22	11:30:00	94680	94740	94530	94570	29599	98004	1
2019.04.22	11:35:00	94570	94785	94565	94725	20563	69891	1
2019.04.22	11:40:00	94725	94775	94435	94455	31117	103704	1
2019.04.22	11:45:00	94455	94630	94410	94560	21882	71477	1
2019.04.22	11:50:00	94560	94650	94450	94580	21691	69197	1
2019.04.22	11:55:00	94580	94680	94455	94675	20461	65682	1
2019.04.22	12:00:00	94680	94760	94605	94640	19111	61305	1
2019.04.22	12:05:00	94640	94640	94475	94595	20269	65598	1
2019.04.22	12:10:00	94595	94710	94530	94685	13750	46198	1
2019.04.22	12:15:00	94690	94800	94635	94795	14877	48311	1
2019.04.22	12:20:00	94795	94905	94735	94805	20114	63050	1
2019.04.22	12:25:00	94805	94935	94715	94775	18292	61286	1
2019.04.22	12:30:00	94775	94865	94725	94780	13650	45452	1
2019.04.22	12:35:00	94785	94845	94765	94800	6649	21523	1
2019.04.22	12:40:00	94805	94880	94735	94785	12073	41250	1
2019.04.22	12:45:00	94785	94800	94675	94730	17160	54988	1
2019.04.22	12:50:00	94735	94815	94705	94765	8639	29526	1
2019.04.22	12:55:00	94760	94800	94665	94705	12013	39891	1
2019.04.22	13:00:00	94705	94785	94635	94780	17130	56251	1
2019.04.22	13:05:00	94785	94850	94755	94785	13157	44139	1
2019.04.22	13:10:00	94780	94925	94770	94890	12287	39634	1
2019.04.22	13:15:00	94895	95110	94860	95050	24566	79520	1
2019.04.22	13:20:00	95050	95140	94970	95085	19956	69094	1
2019.04.22	13:25:00	95080	95170	95045	95090	15287	54948	1
2019.04.22	13:30:00	95090	95130	94995	95110	15952	52431	1
2019.04.22	13:35:00	95115	95245	95075	95180	18668	65957	1
2019.04.22	13:40:00	95180	95470	95165	95445	29602	110515	1
2019.04.22	13:45:00	95445	95520	95385	95450	16502	62429	1
2019.04.22	13:50:00	95450	95485	95345	95405	18921	62156	1
2019.04.22	13:55:00	95405	95575	95380	95510	17937	65081	1
2019.04.22	14:00:00	95510	95570	95450	95570	12551	48315	1
2019.04.22	14:05:00	95565	95675	95510	95550	19838	69019	1
2019.04.22	14:10:00	95550	95640	95515	95630	12327	42788	1
2019.04.22	14:15:00	95630	95750	95585	95740	19276	65800	1
2019.04.22	14:20:00	95740	95755	95575	95575	16750	59966	1
2019.04.22	14:25:00	95585	95650	95480	95535	21117	69194	1
2019.04.22	14:30:00	95535	95630	95475	95580	15835	57103	1
2019.04.22	14:35:00	95585	95690	95565	95640	13720	46373	1
2019.04.22	14:40:00	95645	95675	95565	95595	10550	39479	1
2019.04.22	14:45:00	95590	95710	95515	95690	21200	79862	1
2019.04.22	14:50:00	95690	95790	95660	95705	18169	66163	1
2019.04.22	14:55:00	95695	95820	95690	95775	18218	65167	1
2019.04.22	15:00:00	95780	95795	95620	95640	14724	51591	1
2019.04.22	15:05:00	95640	95675	95575	95605	11517	40673	1
2019.04.22	15:10:00	95600	95700	95575	95630	11705	44523	1
2019.04.22	15:15:00	95630	95645	95505	95525	16280	57447	1
2019.04.22	15:20:00	95525	95595	95470	95520	13586	47858	1
2019.04.22	15:25:00	95520	95540	95420	95440	15199	58381	1
2019.04.22	15:30:00	95435	95465	95370	95440	15680	60621	1
2019.04.22	15:35:00	95440	95500	95385	95450	13950	51045	1
2019.04.22	15:40:00	95455	95625	95450	95570	22323	77612	1
2019.04.22	15:45:00	95575	95605	95470	95490	11865	49094	1
2019.04.22	15:50:00	95490	95490	95280	95355	26514	108992	1
2019.04.22	15:55:00	95360	95430	95295	95425	13039	50937	1
2019.04.22	16:00:00	95425	95470	95340	95350	13383	52034	1
2019.04.22	16:05:00	95345	95460	95345	95375	9498	40925	1
